age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;y
27;admin.;single;university.degree;no;no;no;telephone;oct;tue;540;1;999;0;nonexistent;yes
27;admin.;married;university.degree;no;yes;no;telephone;may;tue;91;1;999;0;nonexistent;no
27;admin.;single;high.school;no;yes;no;cellular;apr;thu;127;2;999;0;nonexistent;no
27;admin.;single;university.degree;no;yes;no;cellular;jul;thu;170;4;999;0;nonexistent;no
50;technician;married;basic.6y;no;yes;no;telephone;may;tue;418;2;999;0;nonexistent;no
50;technician;married;high.school;no;no;no;cellular;dec;mon;620;3;999;0;nonexistent;yes
50;technician;married;university.degree;no;yes;no;cellular;aug;mon;204;5;999;0;nonexistent;no
50;technician;divorced;university.degree;unknown;no;no;cellular;aug;mon;114;2;999;0;nonexistent;no
50;technician;married;professional.course;unknown;yes;yes;telephone;jun;wed;31;1;999;0;nonexistent;no
50;technician;married;professional.course;no;yes;no;telephone;may;fri;855;2;999;0;nonexistent;yes
50;technician;married;professional.course;unknown;yes;no;telephone;may;tue;256;2;999;0;nonexistent;no
50;technician;divorced;professional.course;no;no;no;cellular;nov;tue;46;1;999;0;nonexistent;no
50;technician;married;high.school;no;yes;no;cellular;jul;thu;196;2;999;0;nonexistent;no
50;technician;single;professional.course;no;yes;yes;cellular;jun;thu;160;1;999;1;failure;yes
41;student;married;unknown;unknown;yes;yes;cellular;jul;wed;69;5;999;0;nonexistent;no
34;management;married;university.degree;no;yes;no;telephone;may;fri;247;1;999;0;nonexistent;no
34;management;single;university.degree;no;no;no;cellular;jul;thu;257;2;999;0;nonexistent;no
34;management;married;high.school;no;no;no;cellular;jul;tue;419;7;999;0;nonexistent;no
34;management;married;high.school;no;yes;no;cellular;jul;tue;838;3;999;0;nonexistent;yes
34;management;married;university.degree;no;yes;no;cellular;nov;thu;140;2;999;0;nonexistent;no
34;management;married;university.degree;no;no;no;telephone;jun;thu;221;1;999;0;nonexistent;no
34;management;married;university.degree;no;yes;no;cellular;nov;thu;91;4;999;0;nonexistent;no
34;management;married;university.degree;no;yes;no;cellular;nov;wed;96;1;999;0;nonexistent;no
34;management;married;unknown;no;yes;no;telephone;may;fri;181;16;999;0;nonexistent;no
34;management;married;university.degree;no;unknown;unknown;cellular;mar;tue;57;4;999;0;nonexistent;no
43;management;married;university.degree;no;no;yes;telephone;jul;thu;203;1;999;0;nonexistent;no
43;management;married;university.degree;no;yes;no;cellular;may;fri;663;1;999;0;nonexistent;yes
43;management;married;university.degree;no;no;no;cellular;aug;mon;75;1;999;0;nonexistent;no
43;management;married;university.degree;unknown;yes;yes;cellular;apr;fri;307;1;999;0;nonexistent;no
43;management;married;basic.6y;unknown;yes;no;cellular;may;tue;463;1;999;0;nonexistent;no
43;management;married;university.degree;no;yes;no;cellular;nov;thu;661;4;999;1;failure;no
43;management;married;basic.9y;no;yes;no;cellular;aug;fri;180;1;6;2;failure;no
43;management;married;high.school;no;no;no;cellular;nov;thu;226;1;999;0;nonexistent;yes
43;management;married;university.degree;no;yes;no;telephone;may;fri;339;4;999;0;nonexistent;no
43;management;married;university.degree;no;no;no;cellular;aug;tue;123;3;999;0;nonexistent;no
65;housemaid;divorced;basic.4y;no;yes;no;cellular;aug;tue;212;1;999;0;nonexistent;no
65;housemaid;married;basic.4y;no;no;no;cellular;jun;mon;145;2;999;0;nonexistent;no
65;housemaid;married;basic.4y;no;unknown;unknown;cellular;oct;tue;759;2;999;0;nonexistent;yes
65;housemaid;married;basic.4y;no;yes;no;cellular;oct;tue;253;2;999;1;failure;no
65;housemaid;divorced;basic.4y;unknown;no;no;cellular;mar;fri;288;3;999;0;nonexistent;yes
33;retired;married;high.school;no;yes;no;cellular;may;tue;762;3;999;0;nonexistent;yes
72;admin.;married;university.degree;unknown;no;yes;cellular;oct;tue;143;1;6;1;success;yes
72;admin.;married;university.degree;no;yes;no;cellular;jun;mon;134;1;999;0;nonexistent;no
80;housemaid;married;basic.4y;no;yes;yes;cellular;apr;tue;232;1;12;1;success;yes
81;retired;married;basic.6y;no;no;no;cellular;aug;thu;189;2;4;1;success;no
81;retired;married;high.school;no;no;no;cellular;aug;tue;50;3;999;0;nonexistent;no
81;retired;divorced;basic.4y;no;yes;no;cellular;oct;thu;192;2;3;2;success;no
81;retired;divorced;unknown;unknown;yes;yes;cellular;may;fri;176;1;999;0;nonexistent;yes
81;retired;married;university.degree;unknown;yes;yes;cellular;oct;tue;327;2;6;1;success;no
81;retired;married;basic.4y;no;yes;no;cellular;aug;mon;90;4;999;0;nonexistent;no
81;retired;married;basic.4y;no;yes;no;cellular;sep;fri;210;1;999;0;nonexistent;yes
81;retired;divorced;basic.4y;no;yes;no;cellular;oct;thu;158;1;999;1;failure;no
81;retired;divorced;high.school;no;no;no;cellular;jun;tue;279;1;999;4;failure;no
81;retired;divorced;basic.4y;no;no;no;cellular;sep;wed;532;2;7;1;success;yes
39;blue-collar;married;basic.4y;no;no;no;cellular;may;thu;155;1;999;0;nonexistent;no
39;blue-collar;married;basic.6y;no;no;no;cellular;may;fri;138;1;999;0;nonexistent;no
39;blue-collar;married;basic.9y;no;yes;no;cellular;may;fri;8;6;999;0;nonexistent;no
39;blue-collar;divorced;high.school;no;no;no;telephone;may;mon;281;1;999;0;nonexistent;no
39;blue-collar;married;unknown;unknown;no;no;telephone;jul;wed;218;2;999;0;nonexistent;no
39;blue-collar;divorced;basic.9y;no;no;no;telephone;may;wed;143;1;999;0;nonexistent;no
39;blue-collar;married;basic.4y;no;no;no;cellular;may;mon;181;1;999;0;nonexistent;no
39;blue-collar;married;basic.6y;no;no;no;telephone;may;tue;198;1;999;0;nonexistent;no
39;blue-collar;single;basic.4y;no;no;yes;cellular;may;tue;205;2;999;0;nonexistent;no
39;blue-collar;married;basic.6y;no;no;yes;telephone;may;tue;269;1;999;0;nonexistent;no
43;retired;married;high.school;no;yes;no;cellular;nov;fri;83;1;999;0;nonexistent;no
43;retired;married;basic.4y;unknown;yes;no;telephone;jun;mon;129;1;999;0;nonexistent;no
43;retired;married;basic.4y;unknown;no;no;telephone;may;mon;410;3;999;0;nonexistent;no
43;retired;married;basic.9y;unknown;no;no;telephone;jun;tue;455;1;999;0;nonexistent;no
43;retired;married;basic.9y;no;yes;no;cellular;jul;tue;284;3;999;0;nonexistent;no
24;management;married;university.degree;no;yes;no;telephone;may;thu;921;4;999;0;nonexistent;no
24;management;single;university.degree;no;no;yes;telephone;nov;mon;107;1;999;0;nonexistent;no
24;management;single;university.degree;no;yes;no;cellular;may;thu;513;9;999;0;nonexistent;yes
24;management;single;university.degree;no;yes;no;cellular;may;thu;45;4;999;1;failure;no
24;management;single;university.degree;no;yes;no;cellular;apr;thu;91;1;999;0;nonexistent;no
24;management;single;university.degree;no;yes;no;cellular;oct;tue;676;2;999;1;failure;yes
24;management;single;university.degree;no;no;no;cellular;may;thu;121;6;999;0;nonexistent;no
24;management;married;unknown;no;no;no;cellular;mar;fri;93;5;999;0;nonexistent;no
24;management;married;university.degree;no;unknown;unknown;cellular;jul;wed;530;2;999;0;nonexistent;no
24;management;married;university.degree;no;no;no;telephone;may;thu;28;5;999;0;nonexistent;no
42;entrepreneur;married;university.degree;no;yes;no;telephone;may;tue;154;1;999;0;nonexistent;no
42;entrepreneur;married;basic.9y;no;no;yes;cellular;apr;thu;127;2;999;0;nonexistent;no
42;entrepreneur;married;basic.4y;no;yes;yes;cellular;nov;wed;20;4;999;0;nonexistent;no
42;entrepreneur;married;basic.9y;unknown;no;no;telephone;jun;thu;143;1;999;0;nonexistent;no
42;entrepreneur;married;university.degree;unknown;yes;yes;cellular;aug;thu;148;2;999;0;nonexistent;no
42;entrepreneur;married;high.school;no;no;no;cellular;jul;mon;217;1;999;0;nonexistent;no
42;entrepreneur;married;university.degree;unknown;no;no;cellular;jul;fri;400;6;999;0;nonexistent;no
42;entrepreneur;married;basic.9y;no;no;no;cellular;oct;wed;122;3;999;0;nonexistent;no
42;entrepreneur;married;basic.4y;unknown;yes;no;telephone;jul;thu;485;2;999;0;nonexistent;no
42;entrepreneur;married;university.degree;unknown;yes;no;telephone;jun;thu;135;3;999;0;nonexistent;no
38;admin.;married;high.school;no;yes;no;cellular;may;fri;6;5;999;1;failure;no
38;admin.;married;university.degree;no;no;no;cellular;nov;thu;126;1;7;4;failure;yes
38;admin.;married;university.degree;no;no;no;cellular;aug;tue;122;2;999;0;nonexistent;no
38;admin.;married;university.degree;no;yes;no;telephone;jun;wed;70;3;999;0;nonexistent;no
38;admin.;married;university.degree;no;no;no;telephone;jun;fri;460;4;999;0;nonexistent;yes
38;admin.;married;university.degree;no;no;no;cellular;aug;thu;177;3;999;0;nonexistent;no
38;admin.;married;university.degree;no;yes;no;cellular;aug;tue;748;2;999;0;nonexistent;no
38;admin.;married;university.degree;no;yes;no;cellular;aug;tue;74;1;999;0;nonexistent;no
38;admin.;married;high.school;unknown;no;no;telephone;apr;mon;121;4;999;0;nonexistent;no
38;admin.;divorced;high.school;no;no;no;telephone;jun;mon;100;3;999;0;nonexistent;no
35;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;211;1;999;1;failure;no
35;blue-collar;single;basic.9y;no;yes;no;cellular;jul;tue;120;6;999;0;nonexistent;no
35;blue-collar;single;basic.6y;unknown;yes;no;cellular;jul;mon;153;1;999;0;nonexistent;no
35;blue-collar;divorced;basic.4y;no;yes;no;cellular;jul;tue;123;1;999;0;nonexistent;no
35;blue-collar;divorced;basic.9y;no;no;yes;telephone;may;fri;192;6;999;0;nonexistent;no
35;blue-collar;single;basic.4y;no;no;no;cellular;may;fri;12;5;999;0;nonexistent;no
35;blue-collar;married;basic.9y;no;no;no;telephone;may;thu;343;2;999;0;nonexistent;no
35;blue-collar;married;basic.9y;no;unknown;unknown;telephone;may;thu;34;1;999;0;nonexistent;no
35;blue-collar;married;basic.9y;unknown;no;no;telephone;may;mon;240;2;999;0;nonexistent;no
35;blue-collar;married;basic.6y;unknown;no;yes;telephone;may;thu;57;1;999;0;nonexistent;no
64;housemaid;married;basic.4y;no;no;no;cellular;dec;thu;422;1;6;2;success;yes
64;housemaid;married;basic.4y;no;yes;no;cellular;nov;mon;173;1;999;0;nonexistent;no
64;housemaid;married;basic.4y;no;no;yes;cellular;dec;thu;501;1;6;1;success;no
64;housemaid;married;basic.4y;no;no;no;telephone;dec;thu;208;1;999;0;nonexistent;no
64;housemaid;married;basic.4y;no;no;no;cellular;dec;thu;232;1;999;0;nonexistent;yes
38;housemaid;married;high.school;no;no;no;cellular;jul;thu;356;1;999;0;nonexistent;no
38;housemaid;married;basic.9y;no;no;no;telephone;may;wed;92;2;999;0;nonexistent;no
38;housemaid;married;university.degree;no;no;no;telephone;jun;mon;100;5;999;0;nonexistent;no
38;housemaid;married;basic.6y;unknown;yes;no;telephone;may;fri;153;4;999;0;nonexistent;no
38;housemaid;married;unknown;unknown;yes;no;cellular;jul;mon;208;2;999;0;nonexistent;no
38;housemaid;married;basic.9y;no;yes;no;telephone;may;mon;445;2;999;0;nonexistent;no
38;housemaid;married;basic.6y;unknown;no;no;cellular;nov;wed;76;2;999;0;nonexistent;no
38;housemaid;married;university.degree;no;yes;no;cellular;aug;tue;295;2;999;0;nonexistent;no
38;housemaid;married;high.school;no;yes;no;cellular;jul;thu;108;2;999;0;nonexistent;no
38;housemaid;married;basic.9y;no;no;no;telephone;may;fri;378;1;999;0;nonexistent;no
32;unemployed;married;high.school;unknown;yes;no;cellular;jul;mon;38;3;999;0;nonexistent;no
32;unemployed;single;university.degree;no;yes;no;cellular;apr;wed;187;1;999;0;nonexistent;no
32;unemployed;divorced;high.school;no;yes;no;cellular;nov;wed;351;1;999;0;nonexistent;no
32;unemployed;divorced;basic.4y;no;unknown;unknown;telephone;may;thu;23;4;999;0;nonexistent;no
32;unemployed;single;high.school;no;no;no;telephone;may;wed;153;3;999;0;nonexistent;no
32;unemployed;single;university.degree;no;yes;no;telephone;apr;wed;165;2;999;1;failure;yes
32;unemployed;single;professional.course;no;yes;yes;cellular;jun;wed;310;1;999;0;nonexistent;yes
32;unemployed;married;high.school;no;yes;no;cellular;nov;thu;728;1;999;0;nonexistent;yes
32;unemployed;married;university.degree;no;yes;no;cellular;aug;mon;143;5;999;0;nonexistent;no
32;unemployed;single;high.school;no;no;yes;telephone;nov;thu;114;1;999;0;nonexistent;no
67;admin.;married;basic.4y;unknown;no;no;cellular;oct;thu;299;2;2;2;success;yes
67;admin.;married;basic.4y;unknown;yes;no;cellular;jun;tue;177;2;999;1;failure;no
67;admin.;married;basic.4y;unknown;no;no;cellular;jun;tue;466;1;999;0;nonexistent;yes
22;student;single;high.school;no;no;no;telephone;sep;wed;13;1;999;0;nonexistent;no
22;student;single;high.school;no;no;no;cellular;apr;thu;780;1;999;0;nonexistent;yes
22;student;single;high.school;no;yes;no;cellular;oct;tue;210;1;6;1;success;yes
22;student;single;high.school;no;no;no;cellular;may;fri;87;2;999;0;nonexistent;no
22;student;single;professional.course;no;no;no;cellular;nov;mon;113;3;999;0;nonexistent;yes
22;student;single;unknown;no;yes;no;cellular;may;mon;171;2;3;2;success;yes
22;student;single;high.school;no;no;no;cellular;may;tue;245;2;999;2;failure;no
22;student;single;high.school;no;yes;yes;telephone;may;thu;382;3;999;1;failure;no
22;student;single;high.school;no;no;no;cellular;may;fri;312;1;999;0;nonexistent;no
22;student;single;unknown;no;no;no;cellular;nov;wed;87;1;999;0;nonexistent;no
41;housemaid;married;high.school;no;yes;no;cellular;jul;fri;440;4;999;0;nonexistent;no
41;housemaid;married;basic.4y;unknown;no;no;cellular;aug;thu;107;1;999;0;nonexistent;no
41;housemaid;married;basic.6y;no;no;no;telephone;may;wed;77;1;999;0;nonexistent;no
41;housemaid;single;university.degree;no;yes;no;cellular;aug;wed;116;1;999;0;nonexistent;no
41;housemaid;married;basic.9y;unknown;yes;no;telephone;may;tue;129;2;999;0;nonexistent;no
41;housemaid;married;basic.4y;no;no;no;cellular;may;tue;66;1;999;0;nonexistent;no
41;housemaid;married;high.school;no;no;yes;telephone;jul;tue;86;1;999;0;nonexistent;no
41;housemaid;divorced;basic.9y;unknown;no;no;cellular;jul;wed;141;1;999;0;nonexistent;no
41;housemaid;married;basic.4y;no;yes;no;telephone;aug;fri;116;1;999;0;nonexistent;no
41;housemaid;married;basic.4y;unknown;no;no;cellular;jul;thu;17;24;999;0;nonexistent;no
33;unknown;married;unknown;unknown;yes;no;telephone;jun;wed;247;1;999;0;nonexistent;no
33;unknown;married;unknown;unknown;no;no;cellular;aug;thu;142;1;999;0;nonexistent;no
29;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;166;1;999;0;nonexistent;no
29;blue-collar;single;unknown;no;no;no;telephone;may;fri;92;3;999;0;nonexistent;no
29;blue-collar;single;basic.9y;no;unknown;unknown;telephone;jun;fri;158;1;999;0;nonexistent;no
29;blue-collar;single;high.school;unknown;no;no;telephone;may;fri;44;3;999;0;nonexistent;no
29;blue-collar;married;basic.6y;no;no;no;cellular;may;thu;65;3;999;0;nonexistent;no
29;blue-collar;single;basic.9y;no;no;no;cellular;may;fri;239;2;999;0;nonexistent;no
29;blue-collar;married;basic.6y;no;no;no;telephone;may;thu;160;1;999;0;nonexistent;no
29;blue-collar;single;professional.course;no;no;no;cellular;jul;thu;43;8;999;0;nonexistent;no
29;blue-collar;single;unknown;no;yes;no;cellular;may;fri;61;1;999;1;failure;no
29;blue-collar;divorced;basic.6y;no;yes;no;telephone;nov;tue;272;2;999;0;nonexistent;no
44;blue-collar;single;basic.4y;no;yes;no;telephone;may;thu;106;1;999;0;nonexistent;no
44;blue-collar;married;professional.course;unknown;no;no;cellular;jul;tue;181;11;999;0;nonexistent;no
44;blue-collar;married;basic.4y;no;no;no;cellular;jul;tue;345;5;999;0;nonexistent;no
44;blue-collar;married;basic.4y;unknown;no;no;telephone;may;tue;272;2;999;0;nonexistent;no
44;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;480;2;999;0;nonexistent;no
44;blue-collar;married;basic.4y;no;unknown;unknown;telephone;jun;thu;471;3;999;0;nonexistent;no
44;blue-collar;married;professional.course;no;no;no;cellular;aug;fri;90;4;999;0;nonexistent;no
44;blue-collar;married;basic.4y;no;yes;no;cellular;jul;tue;75;4;999;0;nonexistent;no
44;blue-collar;divorced;basic.4y;no;no;no;cellular;may;wed;154;2;999;0;nonexistent;no
44;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;103;3;999;0;nonexistent;no
98;retired;married;basic.4y;unknown;yes;no;cellular;oct;fri;272;2;999;0;nonexistent;yes
69;entrepreneur;married;university.degree;no;yes;no;cellular;aug;tue;93;1;999;1;failure;no
69;entrepreneur;married;high.school;no;no;no;cellular;jun;wed;144;2;999;0;nonexistent;yes
69;entrepreneur;married;high.school;no;no;no;cellular;jun;wed;140;2;999;0;nonexistent;yes
48;blue-collar;married;unknown;unknown;unknown;unknown;cellular;aug;thu;642;3;999;0;nonexistent;no
48;blue-collar;married;basic.4y;unknown;yes;no;cellular;jul;thu;203;1;999;0;nonexistent;no
48;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;173;6;999;0;nonexistent;no
48;blue-collar;married;basic.6y;unknown;no;yes;cellular;may;wed;152;4;999;1;failure;no
48;blue-collar;married;basic.6y;no;yes;no;cellular;jul;wed;79;1;999;0;nonexistent;no
48;blue-collar;married;high.school;no;no;no;cellular;may;tue;252;2;999;0;nonexistent;no
48;blue-collar;married;basic.4y;no;no;no;telephone;jun;fri;470;1;999;0;nonexistent;no
48;blue-collar;divorced;basic.4y;unknown;yes;no;telephone;may;mon;178;1;999;0;nonexistent;no
48;blue-collar;single;basic.9y;no;yes;no;cellular;apr;tue;85;1;999;1;failure;no
48;blue-collar;married;basic.9y;no;yes;no;cellular;aug;thu;602;3;999;0;nonexistent;no
47;blue-collar;divorced;basic.9y;no;no;yes;telephone;may;fri;322;1;999;0;nonexistent;no
47;blue-collar;single;basic.9y;unknown;yes;no;cellular;apr;mon;68;2;999;0;nonexistent;no
47;blue-collar;married;basic.9y;unknown;yes;no;cellular;aug;tue;118;1;999;0;nonexistent;no
